id_marca,nome_marca,id_modelo,nome_modelo
21,Fiat,001187-8,Strada Working 1.8 mpi 8V 103cv CS
21,Fiat,001391-9,Strada Working Celeb.1.4 Fire Flex 8V CD
21,Fiat,001390-0,Strada Working Celeb.1.4 Fire Flex 8V CE
21,Fiat,001389-7,Strada Working Celeb.1.4 Fire Flex 8V CS
21,Fiat,001122-3,Strada/ Strada Working 1.5 mpi 8V CE
21,Fiat,001089-8,Strada/ Strada Working 1.5 mpi 8V CS
21,Fiat,001037-5,Tempra 2.0 i.e 16V 2p e 4p
21,Fiat,001092-8,Tempra 2.0 i.e. 8V 2p e 4p
21,Fiat,001093-6,Tempra 2.0 mpi 16V
21,Fiat,001102-9,Tempra 8V/ City 8V
21,Fiat,001042-1,Tempra HLX 2.0 16V 4p
21,Fiat,001040-5,Tempra Ouro 16V 2p e 4p
21,Fiat,001038-3,Tempra Ouro/Prata 2.0 2p e 4p
21,Fiat,001044-8,Tempra Stile 2.0 i.e. Turbo 4p
21,Fiat,001058-8,Tempra SW SLX 2.0 i.e.
21,Fiat,001041-3,Tempra SX 2.0 16V 4p
21,Fiat,001039-1,Tempra SX 2.0 i.e. 8V 4p
21,Fiat,001043-0,Tempra Turbo 2.0 i.e. 2p
21,Fiat,001059-6,Tipo 1.6 i.e. 2p e 4p
21,Fiat,001045-6,Tipo 1.6 mpi 4p
21,Fiat,001061-8,Tipo 2.0 16V 2p
21,Fiat,001062-6,Tipo 2.0 SLX 4p
21,Fiat,001054-5,Uno 1.6 mpi 2p e 4p
21,Fiat,001055-3,Uno 1.6R mpi / 1.6R / 1.5R
21,Fiat,001348-0,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 2p
21,Fiat,001308-0,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p
21,Fiat,001347-1,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p
21,Fiat,001304-8,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p
21,Fiat,001094-4,Uno City / Smart City 1.0 4p
21,Fiat,001051-0,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3
21,Fiat,001052-9,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p
21,Fiat,001053-7,Uno CSL 1.6 4p (Argentino)
21,Fiat,001366-8,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p
21,Fiat,001367-6,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p
21,Fiat,001368-4,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p
21,Fiat,001369-2,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p
21,Fiat,001203-3,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V
21,Fiat,001021-9,Uno Furgão 1.5 mpi/i.e.
21,Fiat,001049-9,Uno Furgão 1.5/ 1.3
21,Fiat,001048-0,Uno Mille  ELX  2p e 4p
21,Fiat,001047-2,Uno Mille 1.0 Electronic 4p
21,Fiat,001161-4,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p
21,Fiat,001162-2,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p
21,Fiat,001046-4,Uno Mille 1.0/ i.e./ Electronic/  Brio
21,Fiat,001264-5,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p
21,Fiat,001265-3,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p
21,Fiat,001245-9,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p
21,Fiat,001246-7,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p
21,Fiat,001064-2,Uno Mille EP 2p e 4p
21,Fiat,001415-0,Uno Mille Grazie 1.0 Fire Flex 8v 4p
21,Fiat,001020-0,Uno Mille SX 2p e 4p
21,Fiat,001103-7,Uno Mille SX Young 1.0 IE
21,Fiat,001393-5,UNO MILLE WAY ECO.XINGU 1.0 F.Flex 8v 5p
21,Fiat,001262-9,Uno Mille WAY ECONOMY 1.0 F.Flex 2p
21,Fiat,001263-7,Uno Mille WAY ECONOMY 1.0 F.Flex 4p
21,Fiat,001018-9,Uno Mille/ Mille EX/ Smart 2p
21,Fiat,001137-1,Uno Mille/ Mille EX/ Smart 4p
21,Fiat,001050-2,Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3
21,Fiat,001396-0,UNO SPORT.INTERLAGOS 1.4 EVO F.Flex 8v
21,Fiat,001351-0,UNO SPORTING 1.4 EVO Fire Flex 8V 2p
21,Fiat,001341-2,UNO SPORTING 1.4 EVO Fire Flex 8V 4p
21,Fiat,001056-1,Uno Turbo 1.4 i.e. 2p
21,Fiat,001343-9,UNO VIVACE 1.0 EVO Fire Flex 8V 3p
21,Fiat,001303-0,UNO VIVACE 1.0 EVO Fire Flex 8V 5p
21,Fiat,001344-7,UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 2p
21,Fiat,001307-2,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p
21,Fiat,001401-0,UNO VIVACE College 1.0 EVO FireFlex 5p
21,Fiat,001345-5,UNO WAY 1.0 EVO Fire Flex 8V 2p
21,Fiat,001305-6,UNO WAY 1.0 EVO Fire Flex 8V 5p
21,Fiat,001349-8,UNO WAY 1.4 EVO Fire Flex 8V 2p
21,Fiat,001306-4,UNO WAY 1.4 EVO Fire Flex 8V 5p
21,Fiat,001346-3,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 2p
21,Fiat,001309-9,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p
21,Fiat,001350-1,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 2p
21,Fiat,001310-2,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p
21,Fiat,001394-3,UNO WAY XINGU 1.0 EVO F.Flex 8V 5P
21,Fiat,001395-1,UNO WAY XINGU 1.4 EVO F.Flex 8V 5p
149,Fibravan,067004-9,Buggy Off Road 1.8 8V
149,Fibravan,067001-4,Buggy Plus 1.6 8V
149,Fibravan,067003-0,Buggy Vip 1.6 8V Total Flex
149,Fibravan,067002-2,Buggy Vip 1.8 8V
22,Ford,003118-6,Aerostar Mini-Van 3.8
22,Ford,003152-6,Aspire 1.3
22,Ford,003021-0,Belina GL 1.8 / 1.6
22,Ford,003020-1,Belina L 1.8/ 1.6
22,Ford,003119-4,Club Wagon V8
22,Ford,003120-8,Club Wagon XLT 4.9 V6
22,Ford,003121-6,Contour SE/ GL/ LX  2.0 16V
22,Ford,003122-4,Contour SE/GL/ LX 2.5 24V
22,Ford,003129-1,Corcel II GL/GT
22,Ford,003128-3,Corcel II L
22,Ford,003001-5,Courier 1.3i/Furgão
22,Ford,003139-9,Courier 1.6 L/ 1.6 Flex
22,Ford,003002-3,Courier CLX 1.4i 16V
22,Ford,003003-1,Courier Si 1.4i 16V
22,Ford,003231-0,Courier Sport 1.6 8v
22,Ford,003312-0,Courier Van 1.6/ 1.6 Flex 8V  ( Carga )
22,Ford,003140-2,Courier XL/XL-RS 1.6/ XL 1.6 Flex
22,Ford,003153-4,Crown Victoria LX 4.6
22,Ford,003135-6,Del Rey Belina Ghia
22,Ford,003133-0,Del Rey Belina GL
22,Ford,003134-8,Del Rey Belina GLX
22,Ford,003132-1,Del Rey Belina L
22,Ford,003025-2,Del Rey Ghia 1.8 / 1.6 2p e 4p
22,Ford,003024-4,Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p
22,Ford,003023-6,Del Rey L 1.8 / 1.6 2p e 4p
22,Ford,003285-9,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p
22,Ford,003367-7,EcoSport FREESTYLE 1.6 16V Flex 5p
22,Ford,003391-0,EcoSport FREESTYLE 2.0 16V 4WD Flex 5p
22,Ford,003369-3,EcoSport FREESTYLE 2.0 16V Flex 5p
22,Ford,003365-0,EcoSport S 1.6 16V Flex 5p
22,Ford,003366-9,EcoSport SE 1.6 16V Flex 5p
22,Ford,003373-1,EcoSport SE 2.0 16V Flex 5p Aut.
22,Ford,003368-5,EcoSport TITANIUM 1.6 16V Flex 5p
22,Ford,003370-7,EcoSport TITANIUM 2.0 16V Flex 5p
22,Ford,003374-0,EcoSport TITANIUM 2.0 16V Flex 5p Aut.
22,Ford,003268-9,EcoSport XL 1.6/ 1.6 Flex 8V 5p
22,Ford,003267-0,EcoSport XL Supercharger 1.0 8V 95cv 5p
22,Ford,003269-7,EcoSport XLS 1.6/ 1.6 Flex 8V 5p
22,Ford,003319-7,EcoSport XLS 2.0/2.0 Flex 16V 5p Aut.
22,Ford,003303-0,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p
22,Ford,003270-0,EcoSport XLT 1.6/ 1.6 Flex 8V 5p
22,Ford,003320-0,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.
22,Ford,003271-9,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec.
22,Ford,003318-9,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p
22,Ford,003330-8,EcoSport XLT FREESTYLE 2.0 Flex 16V 5p
22,Ford,003344-8,EDGE LIMITED 3.5 V6 24V AWD Aut.
22,Ford,003352-9,EDGE LIMITED 3.5 V6 24V FWD Aut.
22,Ford,003353-7,EDGE SEL 3.5 V6  24V FWD Aut.
22,Ford,003329-4,EDGE SEL 3.5 V6 24V AWD Aut.
22,Ford,003123-2,Escort  Racer 2.0i
22,Ford,003035-0,Escort Ghia 1.8i / 1.8 / 1.6
22,Ford,003036-8,Escort Ghia 2.0i / 2.0
22,Ford,003207-7,Escort GL 1.6 MPI
22,Ford,003030-9,Escort GL 1.6i / 1.6
22,Ford,003031-7,Escort GL 1.8i / 1.8
22,Ford,003004-0,Escort GL 1.8i 16V 3p
22,Ford,003005-8,Escort GL 1.8i 16V 4p
22,Ford,003032-5,Escort GLX 1.6i
22,Ford,003007-4,Escort GLX 1.8i 16V 4p
22,Ford,003033-3,Escort GLX 1.8i 8v
22,Ford,003034-1,Escort Guarujá 1.8 4p
22,Ford,003026-0,Escort Hobby 1.0
22,Ford,003027-9,Escort Hobby 1.6
22,Ford,003029-5,Escort L 1.8i / 1.8
22,Ford,003028-7,Escort L/LX 1.6
22,Ford,003095-3,Escort RS 1.8i 16V
22,Ford,003006-6,Escort S.W GL 1.8i 16V
22,Ford,003008-2,Escort S.W. GLX 1.8i 16V
22,Ford,003230-1,Escort SW 1.9 16v
22,Ford,003208-5,Escort SW GL 1.6 MPI
22,Ford,003038-4,Escort XR3 1.8 / 1.6 Beneton/Form./Laser
22,Ford,003039-2,Escort XR3 1.8 / 1.6 Conversível
22,Ford,003040-6,Escort XR3 2.0i
22,Ford,003041-4,Escort XR3 2.0i Conversível
22,Ford,003154-2,Expedition 5.4 V8
22,Ford,003290-5,Explorer Limited 4.0 4x4 V6 213cv
22,Ford,003138-0,Explorer Limited 5.0 4x4 V8
22,Ford,003157-7,Explorer Sport 4.0 V6
22,Ford,003155-0,Explorer XL 4x2 4.0 V6
22,Ford,003156-9,Explorer XL 4x4 4.0 V6
22,Ford,003073-2,Explorer XLT 4x2 4.0 V6
22,Ford,003074-0,Explorer XLT 4x4 4.0 V6
22,Ford,003185-2,F-100 2.3
22,Ford,003186-0,F-100 Blazer 2.3
22,Ford,003187-9,F-100 CD 2.3
22,Ford,003188-7,F-100 Super 2.3
22,Ford,003189-5,F-100 Super Série 2.3
22,Ford,003162-3,F-1000 CD/Blazer 3.6
22,Ford,003163-1,F-1000 CD/Blazer 3.9 Dies.
22,Ford,003164-0,F-1000 Lightning/ Super 4.9i
22,Ford,003009-0,F-1000 Regular Cab. 4.9i
22,Ford,003048-1,F-1000 S. S. Diesel / S.S. Diesel Turbo
22,Ford,003124-0,F-1000 SR XK  Deserter Diesel
22,Ford,003222-0,F-1000 SR XK Deserter
22,Ford,003042-2,F-1000 Super 3.6 / Super Série 3.6
22,Ford,003043-0,F-1000 Super CE 4.9i / 3.6
22,Ford,003046-5,F-1000 Super Diesel / Super Diesel Turbo
22,Ford,003045-7,F-1000 Super Diesel CE 3.9
22,Ford,003044-9,F-1000 Super Série CE 4.9i / 3.6
22,Ford,003047-3,F-1000 Super Série CE Diesel 3.9
22,Ford,003049-0,F-1000 Super/ S.Série 4x4 3.9 Diesel
22,Ford,003165-8,F-1000 Tropical CD 2.5 HSD/4.3 Diesel TB
22,Ford,003166-6,F-1000 Tropical CD 4.9i
22,Ford,003243-3,F-1000 Tropical SL/ Van 4.9i
22,Ford,003241-7,F-1000 Tropical SL/ Van T.Diesel (todas)
22,Ford,003167-4,F-1000 XL 2.5 HSD Diesel TB
22,Ford,003199-2,F-1000 XL 4.9i
22,Ford,003010-4,F-1000 XL 4.9i CE
22,Ford,003014-7,F-1000 XL 4x4 Diesel Turbo
22,Ford,003012-0,F-1000 XL Diesel Turbo
22,Ford,003168-2,F-1000 XLT 2.5 HSD Diesel TB
22,Ford,003015-5,F-1000 XLT 4x4 Diesel Turbo
22,Ford,003197-6,F-1000 XLT CE 4.9i
22,Ford,003013-9,F-1000 XLT Diesel Turbo
22,Ford,003011-2,F-1000 XLT/XL Lighting 4.9i
22,Ford,003126-7,F-150 XL Triton 4.3 V6
22,Ford,003159-3,F-150 XLT Triton 4.3
22,Ford,003217-4,F-150 XLT Triton 4.6 V8
22,Ford,003160-7,F-150 XLT Triton 5.8
22,Ford,003338-3,F-250 F-MILHA CD 3.9 TB Diesel
22,Ford,003313-8,F-250 TropiCab CE 3.9 TB Diesel
22,Ford,003170-4,F-250 Tropical 3.9 Diesel
22,Ford,003172-0,F-250 Tropical 4.2 CE / CD Diesel TB
22,Ford,003171-2,F-250 Tropical 4.2 V6
22,Ford,003242-5,F-250 Tropical SL/ Van T.Diesel (todas)
22,Ford,003314-6,F-250 Tropicampo CD 3.9 TB Diesel
22,Ford,003355-3,F-250 Tropicampo Executive 3.9 TB Diesel
22,Ford,003315-4,F-250 Tropiclassic 3.9 TB Diesel
22,Ford,003316-2,F-250 Tropivan Executive 3.9 TB Diesel
22,Ford,003317-0,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel
22,Ford,003115-1,F-250 XL 3.9 4x2 Diesel
22,Ford,003305-7,F-250 XL 3.9 4x4 TB Diesel
22,Ford,003306-5,F-250 XL 3.9 CD TB Diesel
22,Ford,003279-4,F-250 XL 4.2 180cv CD TB Diesel
22,Ford,003198-4,F-250 XL 4.2 Turbo Diesel
22,Ford,003114-3,F-250 XL 4.2 V6
22,Ford,003142-9,F-250 XL Super Duty 3.9 Diesel
22,Ford,003272-7,F-250 XL Super Duty 4.2 TB Diesel
22,Ford,003141-0,F-250 XL Super Duty 4.2 V6
22,Ford,003308-1,F-250 XLT 3.9 4x2 CD TB Diesel
22,Ford,003117-8,F-250 XLT 3.9 4x2 Diesel TB
22,Ford,003309-0,F-250 XLT 3.9 4x4 CD TB Diesel
22,Ford,003307-3,F-250 XLT 3.9 4x4 TB Diesel
22,Ford,003280-8,F-250 XLT 4.2 180cv CD TB Diesel
22,Ford,003206-9,F-250 XLT 4.2 TB Diesel
22,Ford,003116-0,F-250 XLT 4.2 V6
22,Ford,003310-3,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p
22,Ford,003016-3,Fiesta 1.0i 3p e 5p
22,Ford,003075-9,Fiesta 1.3  3p e 5p
22,Ford,003386-3,Fiesta 1.5 16V Flex Mec. 5p
22,Ford,003388-0,Fiesta 1.6 16V Flex Aut. 5p
22,Ford,003387-1,Fiesta 1.6 16V Flex Mec. 5p
22,Ford,003286-7,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p
22,Ford,003200-0,Fiesta Class 1.0 2p
22,Ford,003201-8,Fiesta Class 1.0 4p
22,Ford,003261-1,Fiesta Class 1.6 8V 98cv 5p
22,Ford,003052-0,Fiesta CLX 1.3i 3p
22,Ford,003053-8,Fiesta CLX 1.3i 5p
22,Ford,003017-1,Fiesta CLX 1.4i 16V 3p e 5p
22,Ford,003143-7,Fiesta GL 1.0 3p
22,Ford,003192-5,Fiesta GL 1.0 5p
22,Ford,003096-1,Fiesta GL Class 1.0i 5p
22,Ford,003144-5,Fiesta GLX 1.6 8V 3p
22,Ford,003193-3,Fiesta GLX 1.6 8V 5p
22,Ford,003259-0,Fiesta Personnalité 1.0 8V 66cv 5p
22,Ford,003380-4,Fiesta S 1.0 8V Flex 5p
22,Ford,003381-2,Fiesta SE 1.0 8V Flex 5p
22,Ford,003351-0,Fiesta SE 1.6 16V Flex 5p
22,Ford,003382-0,Fiesta SE 1.6 8V Flex 5p
22,Ford,003289-1,Fiesta Sed. 1.6 8V Flex 4p
22,Ford,003287-5,Fiesta Sed. Personnalité 1.0 8V 4p
22,Ford,003288-3,Fiesta Sed. Supercharger 1.0 8V 4p
22,Ford,003311-1,Fiesta Sedan 1.0 8V Flex 4p
22,Ford,003398-7,Fiesta Sedan 1.6 16V Flex Aut.
22,Ford,003397-9,Fiesta Sedan 1.6 16V Flex Mec.
22,Ford,003383-9,Fiesta Sedan S 1.0 8V Flex 4p
22,Ford,003384-7,Fiesta Sedan SE 1.0 8V Flex 4p
22,Ford,003340-5,Fiesta Sedan SE 1.6 16V Flex 4p
22,Ford,003385-5,Fiesta Sedan SE 1.6 8V Flex 4p
22,Ford,003245-0,Fiesta Sedan Street 1.0 8v 4p
22,Ford,003246-8,Fiesta Sedan Street 1.6 8v 4p
22,Ford,003400-2,Fiesta Sedan TITANIUM 1.6 16V Flex Aut.
22,Ford,003399-5,Fiesta Sedan TITANIUM 1.6 16V Flex Mec
22,Ford,003219-0,Fiesta Sport 1.0MPi 4p
22,Ford,003221-2,Fiesta Sport 1.6MPi 4p
22,Ford,003229-8,Fiesta Street 1.0 8v 3p
22,Ford,003256-5,Fiesta Street 1.6 8v 95cv 5p
22,Ford,003244-1,Fiesta Street/ Action 1.0 8v 5p
22,Ford,003260-3,Fiesta Supercharger 1.0 8V 95cv 5p
22,Ford,003390-1,Fiesta TITANIUM 1.6 16V Flex Aut.
22,Ford,003389-8,Fiesta TITANIUM 1.6 16V Flex Mec.
22,Ford,003322-7,Fiesta TRAIL 1.0 8V Flex 5p
22,Ford,003323-5,Fiesta TRAIL 1.6 8V Flex 5p
22,Ford,003404-5,Focus 1.6 Flex 16v 5p Aut
22,Ford,003281-6,Focus 1.6/ 1.6 Flex 8V/16V  5p
22,Ford,003224-7,Focus 1.8 16V 5p
22,Ford,003228-0,Focus 2.0 16V/ 2.0 16V Flex 5p
22,Ford,003283-2,Focus 2.0 16V/ 2.0 16V Flex 5p Aut.
22,Ford,003266-2,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut
22,Ford,003226-3,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p
22,Ford,003262-0,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut
22,Ford,003227-1,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p
22,Ford,003284-0,Focus Sedan 1.6/ 1.6 Flex 8V/16v  4p
22,Ford,003265-4,Focus Sedan 1.8 16V 115cv 4p
22,Ford,003225-5,Focus Sedan 2.0 16V/ 2.0 16V Flex 4p
22,Ford,003282-4,Focus Sedan 2.0 16V/ 2.0 16V Flex 4p Aut
22,Ford,003348-0,Focus Sedan TITANIUM 2.0 16V Flex  Aut
22,Ford,003347-2,Focus TITANIUM 2.0 16V Flex 5p Aut.
22,Ford,003346-4,Focus TITANIUM 2.0 16V Flex 5p Mec.
22,Ford,003173-9,Furglaine 3.6
22,Ford,003174-7,Furglaine 3.9 Diesel
22,Ford,003175-5,Furglaine Chateaux/Exec. 3.9 Diesel
22,Ford,003378-2,Fusion 2.5L I-VCT Flex Aut.
22,Ford,003345-6,Fusion Hybrid 2.5 16V 193cv Aut.
22,Ford,003304-9,Fusion SEL 2.3 16V  162cv Aut.
22,Ford,003335-9,Fusion SEL 2.5 16V 173cv Aut.
22,Ford,003349-9,Fusion SEL 3.0 V6  24V 243cv Aut.
22,Ford,003336-7,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.
22,Ford,003376-6,Fusion Titanium 2.0 GTDI EcoBo. Awd Aut
22,Ford,003377-4,Fusion Titanium 2.0 GTDI EcoBo. Fwd Aut.
22,Ford,003402-9,Fusion Titanium HYBRID 2.0 145cv Aut.
22,Ford,003176-3,Ibiza 3.9 Furgão Diesel
22,Ford,003177-1,Ibiza Chat./Exec. 3.9 Diesel
22,Ford,003325-1,KA 1.0 8V/1.0 8V ST Flex 3p
22,Ford,003327-8,KA 1.0 TECNO 8V Flex 3p
22,Ford,003018-0,KA 1.0i 3p
22,Ford,003326-0,KA 1.6 8V Flex 3p
22,Ford,003328-6,KA 1.6 TECNO 8V Flex 3p
22,Ford,003264-6,KA Action 1.6 MPI 8V 95cv
22,Ford,003233-6,KA Black 1.0 MPI 8v 65cv
22,Ford,003234-4,KA Black 1.6 MPI 8v 95cv
22,Ford,003019-8,KA CLX 1.3i 3p
22,Ford,003145-3,KA GL 1.0i Zetec Rocam
22,Ford,003161-5,KA GL Image 1.0i/ 1.0i Zetec Rocam
22,Ford,003098-8,KA Image 1.0i
22,Ford,003301-4,KA MP3 1.0 MPI 8V 65cv
22,Ford,003302-2,KA MP3 1.6 MPI 8V 95cv
22,Ford,003350-2,KA Sport 1.6 8V Flex 3p
22,Ford,003097-0,KA Street 1.0i
22,Ford,003169-0,KA Tecno 1.0i 8v Zetec Rocam
22,Ford,003232-8,KA XR 1.6 MPI 8V
22,Ford,003076-7,Mondeo CLX 1.8 4p e 5p
22,Ford,003077-5,Mondeo CLX 1.8i SW
22,Ford,003194-1,Mondeo CLX 2.0i 4p Aut
22,Ford,003078-3,Mondeo CLX 2.0i 4p Mec
22,Ford,003195-0,Mondeo CLX 2.0i SW Aut
22,Ford,003079-1,Mondeo CLX 2.0i SW Mec
22,Ford,003258-1,Mondeo Ghia 2.0 16V 143cv 4p Aut
22,Ford,003257-3,Mondeo Ghia 2.0 16V 143cv 4p Mec
22,Ford,003104-6,Mondeo Ghia 2.5 V6 Aut
22,Ford,003103-8,Mondeo Ghia 2.5 V6 Mec
22,Ford,003223-9,Mondeo GLX 2.0 16V 4p Aut
22,Ford,003080-5,Mondeo GLX 2.0 4p e 5p
22,Ford,003082-1,Mondeo GLX 2.0i SW Mec./ Aut.
22,Ford,003179-8,Mustang 3.8 V6
22,Ford,003180-1,Mustang 3.8 V6 Conv.
22,Ford,003190-9,Mustang Cobra 5.7 V8
22,Ford,003083-0,Mustang GT V8
22,Ford,003084-8,Mustang GT V8 Conversível
22,Ford,003058-9,Pampa 4x4 Jeep GL / L 1.6
22,Ford,003137-2,Pampa Ghia 1.6/1.8/DUO
22,Ford,003056-2,Pampa GL 1.6/ 1.8
22,Ford,003054-6,Pampa L 1.6
22,Ford,003055-4,Pampa L 1.8i / 1.8
22,Ford,003057-0,Pampa S 1.8
22,Ford,003125-9,Probe 2.0/2.2
22,Ford,003182-8,Probe GT 2.5 V6
22,Ford,003210-7,Ranger 2.5 4x2 CD TB Diesel
22,Ford,003209-3,Ranger 2.5 4x2 CE Diesel
22,Ford,003205-0,Ranger 2.5 4x2 TB Diesel
22,Ford,003108-9,Ranger 2.5 4x4 CD TB Diesel
22,Ford,003147-0,Ranger 2.5 4x4 CE TB Diesel
22,Ford,003107-0,Ranger 2.5 4x4 TB Diesel
22,Ford,003105-4,Ranger 2.5i CD
22,Ford,003146-1,Ranger 2.5i CE
22,Ford,003106-2,Ranger 2.5i CS
22,Ford,003337-5,Ranger Limited 2.3 150cv CD
22,Ford,003359-6,Ranger Limited 2.5 16V 4x2 CD Flex
22,Ford,003296-4,Ranger Limited 3.0 PSE 4x4 CD TB Diesel
22,Ford,003364-2,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.
22,Ford,003220-4,Ranger Splash CE
22,Ford,003089-9,Ranger Splash CS
22,Ford,003406-1,Ranger SPORT 2.5 Flex 16V 4x2 CS
22,Ford,003090-2,Ranger STX 4.0 CS/ CE
22,Ford,003396-0,Ranger TROPICAB 2.5 16V 4X2 Flex
22,Ford,003395-2,Ranger TROPICAB 3.2 20V 4X4 TB Diesel
22,Ford,003394-4,Ranger TROPIVAN 2.5 16V 4X2 Flex
22,Ford,003393-6,Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.
22,Ford,003392-8,Ranger TROPIVAN 3.2 20V 4X4 TB Diesel
22,Ford,003341-3,Ranger TROPIVAN XLT 2.3 16V 150cv
22,Ford,003342-1,Ranger TROPIVAN XLT 3.0 PSE 4x2 TB Dies.
22,Ford,003343-0,Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.
22,Ford,003237-9,Ranger XL 2.3 16v 137cv 4x2 CD Repower.
22,Ford,003236-0,Ranger XL 2.3 16v 137cv 4x2 CE Repower.
22,Ford,003235-2,Ranger XL 2.3 16v 137cv 4x2 CS Repower.
22,Ford,003085-6,Ranger XL 2.3 CS
22,Ford,003254-9,Ranger XL 2.8 8v 135cv 4x2 CD TB Diesel
22,Ford,003249-2,Ranger XL 2.8 8v 135cv 4x2 CE TB Diesel
22,Ford,003247-6,Ranger XL 2.8 8v 135cv 4x2 CS TB Diesel
22,Ford,003255-7,Ranger XL 2.8 8v 135cv 4x4 CD TB Diesel
22,Ford,003250-6,Ranger XL 2.8 8v 135cv 4x4 CE TB Diesel
22,Ford,003248-4,Ranger XL 2.8 8v 135cv 4x4 CS TB Diesel
22,Ford,003298-0,Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel
22,Ford,003299-9,Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel
22,Ford,003300-6,Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel
22,Ford,003297-2,Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel
22,Ford,003238-7,Ranger XL 4.0 12v V6 210cv 4x2 CS Repow.
22,Ford,003086-4,Ranger XL 4.0 CS
22,Ford,003405-3,Ranger XLS 2.2 4x4 CD Diesel Mec.
22,Ford,003276-0,Ranger XLS 2.3 16V 145cv/150cv 4x2 CD
22,Ford,003275-1,Ranger XLS 2.3 16V 145cv/150cv 4x2 CS
22,Ford,003357-0,Ranger XLS 2.5 16V 4x2 CD Flex
22,Ford,003356-1,Ranger XLS 2.5 16V 4x2 CS
22,Ford,003278-6,Ranger XLS 2.8 8V 135cv 4x2 CD TB Diesel
22,Ford,003277-8,Ranger XLS 2.8 8V 135cv 4x2 CS TB Diesel
22,Ford,003273-5,Ranger XLS 2.8 8V 135cv 4x4 CS TB Diesel
22,Ford,003274-3,Ranger XLS 2.8/2.8 Storm  4x4 CD TB Dies
22,Ford,003291-3,Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.
22,Ford,003292-1,Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.
22,Ford,003293-0,Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.
22,Ford,003334-0,Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.
22,Ford,003401-0,Ranger XLS 3.2 20V 4x4 CD Diesel Aut.
22,Ford,003361-8,Ranger XLS 3.2 20V 4x4 CD Diesel Mec.
22,Ford,003360-0,Ranger XLS 3.2 20V 4x4 CS Diesel
22,Ford,003324-3,Ranger XLS SPORT 2.3 16V 150cv CS
22,Ford,003321-9,Ranger XLT 2.3 16V 150cv CD Repower.
22,Ford,003087-2,Ranger XLT 2.3 CS
22,Ford,003358-8,Ranger XLT 2.5 16V 4x2 CD Flex
22,Ford,003204-2,Ranger XLT 2.5 4x2 CD Diesel
22,Ford,003202-6,Ranger XLT 2.5 4x2 CE Diesel
22,Ford,003203-4,Ranger XLT 2.5 4x2 CS Diesel
22,Ford,003110-0,Ranger XLT 2.5 4x4 CD Diesel
22,Ford,003148-8,Ranger XLT 2.5 4x4 CE TB Diesel
