id_marca,nome_marca,id_modelo,nome_modelo
1,Acura,038003-2,Integra GS 1.8
1,Acura,038002-4,Legend 3.2/3.5
1,Acura,038001-6,NSX 3.0
2,Agrale,060001-6,MARRUÁ 2.8 12V 132cv TDI Diesel
2,Agrale,060003-2,MARRUÁ AM 100 2.8  CS TDI Diesel
2,Agrale,060004-0,MARRUÁ AM 100 2.8 CD TDI Diesel
2,Agrale,060005-9,MARRUÁ AM 150 2.8  CS TDI Diesel
2,Agrale,060006-7,MARRUÁ AM 150 2.8 CD TDI Diesel
2,Agrale,060008-3,MARRUÁ AM 200 2.8  CD TDI Diesel
2,Agrale,060007-5,MARRUÁ AM 200 2.8 CS TDI Diesel
2,Agrale,060002-4,MARRUÁ AM 50 2.8 140CV TDI Diesel
3,Alfa Romeo,006009-7,145 Elegant 1.7/1.8 16V
3,Alfa Romeo,006001-1,145 Elegant 2.0 16V
3,Alfa Romeo,006002-0,145 Quadrifoglio 2.0
3,Alfa Romeo,006008-9,145 QV
3,Alfa Romeo,006017-8,147 2.0 16V 148cv 4p Semi-Aut.
3,Alfa Romeo,006003-8,155
3,Alfa Romeo,006004-6,155 Super
3,Alfa Romeo,006015-1,156 2.5 V6 24V 190cv 4p Aut.
3,Alfa Romeo,006014-3,156 Sport Wagon 2.0 16V
3,Alfa Romeo,006016-0,156 SportWagon 2.5 V6 24V 190cv 4p Aut.
3,Alfa Romeo,006010-0,156 TS/Sport/Elegant 2.0 16V
3,Alfa Romeo,006005-4,164 3.0 V6
3,Alfa Romeo,006006-2,164 Super V6 24V
3,Alfa Romeo,006011-9,166 3.0 V6 24V
3,Alfa Romeo,006013-5,2300 TI/TI-4
3,Alfa Romeo,006007-0,Spider 2.0/3.0
4,AM Gen,037001-0,Hummer Hard-Top 6.5 4x4 Diesel TB
4,AM Gen,037002-9,Hummer Open-Top 6.5 4x4 Diesel TB
4,AM Gen,037003-7,Hummer Wagon 6.5 4x4 Diesel TB
5,Asia Motors,007018-1,AM-825 Luxo 4.0 Diesel
5,Asia Motors,007019-0,AM-825 Super Luxo 4.0 Diesel
5,Asia Motors,007001-7,Hi-Topic SLX/SDX/DLX Full Diesel
5,Asia Motors,007002-5,Hi-Topic STD Diesel
5,Asia Motors,007017-3,Hi-Topic Van 2.7 Diesel (furgão)
5,Asia Motors,007020-3,Jipe Rocsta GT 4x4 2.2 Diesel
5,Asia Motors,007016-5,Topic Carga 2.7 Diesel (furgão)
5,Asia Motors,007014-9,Topic Luxo Diesel
5,Asia Motors,007015-7,Topic Super Luxo Diesel
5,Asia Motors,007003-3,Towner Coach Full
5,Asia Motors,007009-2,Towner Furgão
5,Asia Motors,007004-1,Towner Glass Van
5,Asia Motors,007012-2,Towner Luxo
5,Asia Motors,007011-4,Towner Multiuso 5p
5,Asia Motors,007005-0,Towner Panel Van
5,Asia Motors,007008-4,Towner Pick-Up
5,Asia Motors,007006-8,Towner SDX / DLX/ Std.
5,Asia Motors,007013-0,Towner Super Luxo
5,Asia Motors,007007-6,Towner Truck
189,ASTON MARTIN,085006-3,DB9 Volante 6.0 V12 470cv
189,ASTON MARTIN,085007-1,Rapide 6.0 V12 477cv
189,ASTON MARTIN,085004-7,Vantage 6.0 V12 510cv
189,ASTON MARTIN,085002-0,Vantage Coupe 4.7 V8 425cv
189,ASTON MARTIN,085003-9,Vantage Roadster 4.7 V8 420cv
189,ASTON MARTIN,085001-2,Vantage S Coupe 4.7 V8 430cv
189,ASTON MARTIN,085005-5,Virage Coupe 6.0 V12 490cv
6,Audi,008030-6,100 2.8 V6
6,Audi,008076-4,100 2.8 V6 Avant
6,Audi,008031-4,100 S-4 2.2 Avant Turbo
6,Audi,008001-2,80 2.0
6,Audi,008077-2,80 2.0 Avant
6,Audi,008080-2,80 2.6/ 2.8
6,Audi,008002-0,80 2.6/2.8 Avant
6,Audi,008003-9,80 2.8 Cabriolet
6,Audi,008004-7,80 S2 Avant
6,Audi,008153-1,A1 1.4 TFSI 122cv S-Tronic 3p
6,Audi,008177-9,A1 2.0 TFSI Quattro 256cv 3p
6,Audi,008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic
6,Audi,008173-6,A1 Sportback 1.4 TFSI 122cv 5p S-tronic
6,Audi,008174-4,A1 Sportback 1.4 TFSI 185cv 5p S-Tronic
6,Audi,008032-2,A3 1.6 3p
6,Audi,008056-0,A3 1.6 3p Aut
6,Audi,008040-3,A3 1.6 5p
6,Audi,008057-8,A3 1.6 5p Aut
6,Audi,008116-7,A3 1.6 8V 102cv 3p
6,Audi,008005-5,A3 1.8 3p
6,Audi,008043-8,A3 1.8 3p Aut.
6,Audi,008042-0,A3 1.8 5p Aut.
6,Audi,008041-1,A3 1.8 5p Mec.
6,Audi,008073-0,A3 1.8 Turbo 180cv 3p Aut./ Tip.
6,Audi,008074-8,A3 1.8 Turbo 180cv 3p Mec.
6,Audi,008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.
6,Audi,008072-1,A3 1.8 Turbo 180cv 5p Mec.
6,Audi,008046-2,A3 1.8 Turbo 3p Aut.
6,Audi,008006-3,A3 1.8 Turbo 3p Mec.
6,Audi,008045-4,A3 1.8 Turbo 5p Aut.
6,Audi,008044-6,A3 1.8 Turbo 5p Mec.
6,Audi,008192-2,A3 Sedan 1.4 16V TB FSI  S-tronic 4p
6,Audi,008190-6,A3 Sedan1.8 16V TB FSI 180cv S-tronic 4p
6,Audi,008181-7,A3 Sport 1.8 16V TFSI S-Tronic 3p
6,Audi,008138-8,A3 Sport 2.0 16V TFSI S Tronic
6,Audi,008184-1,A3 Sportback 1.4 TFSI S-Tronic
6,Audi,008117-5,A3 Sportback 1.6 8V 102cv 5p
6,Audi,008185-0,A3 Sportback 1.8 16V TFSI S-Tronic 5p
6,Audi,008118-3,A3 Sportback 2.0 16V TFSI Mec.
6,Audi,008119-1,A3 Sportback 2.0 16V TFSI S-Tronic
6,Audi,008047-0,A4 1.8  Aut.
6,Audi,008007-1,A4 1.8  Mec.
6,Audi,008048-9,A4 1.8 Avant Aut.
6,Audi,008009-8,A4 1.8 Avant Mec.
6,Audi,008010-1,A4 1.8 Avant Turbo Mec.
6,Audi,008049-7,A4 1.8 Avant Turbo Tip./ Multitronic
6,Audi,008008-0,A4 1.8 Tip./ Multitronic Turbo
6,Audi,008070-5,A4 1.8 Turbo
6,Audi,008132-9,A4 2.0 16V TFSI 183/180cv Multitronic
6,Audi,008120-5,A4 2.0 16V TFSI 200/ 214cv Multitronic
6,Audi,008170-1,A4 2.0 16V TFSI Quattro Stronic
6,Audi,008101-9,A4 2.0 20V 130cv Multitronic 4p
6,Audi,008171-0,A4 2.0 Avant 16V TFSI Quattro Stronic
6,Audi,008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni
6,Audi,008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.
6,Audi,008020-9,A4 2.4 30V Avant Mec
6,Audi,008021-7,A4 2.4 30V Avant Tip./Multitronic
6,Audi,008018-7,A4 2.4 30V Mec
6,Audi,008019-5,A4 2.4 30V Tip./Multitronic
6,Audi,008081-0,A4 2.4 Avant V6 30V Quattro Mec
6,Audi,008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic
6,Audi,008083-7,A4 2.4 V6 30V Quattro Mec
6,Audi,008084-5,A4 2.4 V6 30V Quattro Tiptronic
6,Audi,008011-0,A4 2.8
6,Audi,008023-3,A4 2.8 30V  Tiptronic/ Aut.
6,Audi,008022-5,A4 2.8 30V Mec
6,Audi,008036-5,A4 2.8 Avant V6 12V
6,Audi,008037-3,A4 2.8 Avant V6 30V Mec.
6,Audi,008087-0,A4 2.8 Avant V6 30V Quattro Mec.
6,Audi,008088-8,A4 2.8 Avant V6 30V Quattro Tiptronic
6,Audi,008055-1,A4 2.8 Avant V6 30V Tiptronic
6,Audi,008085-3,A4 2.8 V6 30V  Quattro Tiptronic
6,Audi,008086-1,A4 2.8 V6 30V Quattro Mec
6,Audi,008102-7,A4 3.0 30V 218cv Multitronic 4p
6,Audi,008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p
6,Audi,008107-8,A4 3.0 Avant 30V 218cv Multitronic 5p
6,Audi,008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic
6,Audi,008108-6,A4 3.0 Cabriolet 30V 218cv Multitronic
6,Audi,008123-0,A4 3.2 FSI 24V 255cv Multitronic
6,Audi,008130-2,A4 3.2 FSI 24V 269cv Quattro Tiptronic
6,Audi,008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic
6,Audi,008135-3,A4 3.2 FSI Avant 24V Quattro S Tronic
6,Audi,008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron
6,Audi,008131-0,A5 3.2 FSI 24V 269cv Multitronic
6,Audi,008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni
6,Audi,008165-5,A5 Cabriolet 2.0 TFSI Quattro Stronic
6,Audi,008164-7,A5 Coupê 2.0 TFSI Quattro Stronic
6,Audi,008169-8,A5 Sportb. 2.0 16V TFSI Quat. S-tronic
6,Audi,008161-2,A5 Sportback 2.0 16V TFSI 180cv Multi.
6,Audi,008145-0,A5 Sportback 2.0 16V TFSI 211cv Multi.
6,Audi,008024-1,A6 2.4 30V Mec
6,Audi,008025-0,A6 2.4 30V Tip./Multitronic
6,Audi,008051-9,A6 2.4 Avant 30V Mec.
6,Audi,008052-7,A6 2.4 Avant 30V Tip./ Multitronic
6,Audi,008091-8,A6 2.4 Avant V6 30V Quattro Mec.
6,Audi,008092-6,A6 2.4 Avant V6 30V Quattro Tiptronic
6,Audi,008089-6,A6 2.4 V6 30V Quattro Mec
6,Audi,008090-0,A6 2.4 V6 30V Quattro Tiptronic
6,Audi,008059-4,A6 2.7 30V Avant Tiptronic
6,Audi,008058-6,A6 2.7 30V Mec.
6,Audi,008068-3,A6 2.7 Avant Quattro Tiptronic
6,Audi,008067-5,A6 2.7 Quattro Tiptronic
6,Audi,008012-8,A6 2.8
6,Audi,008026-8,A6 2.8 30V Mec
6,Audi,008027-6,A6 2.8 30V Tiptronic
6,Audi,008013-6,A6 2.8 Avant
6,Audi,008053-5,A6 2.8 Avant 30V Mec
6,Audi,008054-3,A6 2.8 Avant 30V Tiptronic
6,Audi,008095-0,A6 2.8 Avant V6 30V Quattro Mec
6,Audi,008096-9,A6 2.8 Avant V6 30V Quattro Tiptronic
6,Audi,008093-4,A6 2.8 V6 30V Quattro Mec
6,Audi,008094-2,A6 2.8 V6 30V Quattro Tiptronic
6,Audi,008105-1,A6 3.0 Avant V6 30V 218cv Multitronic 5p
6,Audi,008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p
6,Audi,008179-5,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p
6,Audi,008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic
6,Audi,008178-7,A6 3.0 TFSI V6 Quattro S tronic 4p
6,Audi,008103-5,A6 3.0 V6 30V 218cv Multitronic 4p
6,Audi,008128-0,A6 3.2 FSI 24V 255cv Multitronic
6,Audi,008061-6,A6 4.2 Avant Quattro Tiptronic
6,Audi,008060-8,A6 4.2 Quattro Tiptronic
6,Audi,008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic
6,Audi,008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic
6,Audi,008187-6,A8 4.0 TFSI 420cv Quattro Tiptronic
6,Audi,008062-4,A8 4.2 Quattro Tiptronic
6,Audi,008014-4,A8 4.2 V8 32V Tiptronic
6,Audi,008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic
6,Audi,008156-6,A8 6.3 W12 48V 500cv Quattro Tiptronic
6,Audi,008079-9,Allroad 2.7 30V Quattro Turbo Tiptronic
6,Audi,008015-2,Avant RS2
6,Audi,008159-0,Q3 2.0 16VTFSI Quattro 170cv S-tronic 5p
6,Audi,008160-4,Q3 2.0 16VTFSI Quattro 211cv S-tronic 5p
6,Audi,008186-8,Q5 2.0 16V TFSI 225cv Quattro Tiptronic
6,Audi,008134-5,Q5 2.0 16V TFSI Quattro S Tronic
6,Audi,008182-5,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic
6,Audi,008137-0,Q5 3.2 FSI V6 Quattro S Tronic
6,Audi,008152-3,Q7 3.0 V6 TFSI 334cv Quattro Tip. 4p
6,Audi,008129-9,Q7 3.6 V6 284cv Quattro Tiptronic
6,Audi,008122-1,Q7 4.2 V8 40V 350cv Quattro Tiptronic
6,Audi,008147-7,R8 4.2 V8 426cv QUATTRO R-tronic
6,Audi,008146-9,R8 5.2 V10 525cv QUATTRO R-tronic
6,Audi,008158-2,R8 GT 5.2 V10 560cv QUATTRO R-tronic
6,Audi,008155-8,R8 Spyder 5.2 V10 QUATTRO R-tronic
6,Audi,008193-0,RS Q3 2.5 TFSI Quattro 310cv S-tronic 5p
6,Audi,008157-4,RS3 Sportback 2.5 TFSI Quattro S-tronic
6,Audi,008100-0,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv
6,Audi,008183-3,RS4 4.2 Avant 32V FSI Quattro S-tronic
6,Audi,008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p
6,Audi,008189-2,RS6 4.0 Avant FSI BI-TB Quattro Tip. 5p
6,Audi,008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p
6,Audi,008111-6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p
6,Audi,008149-3,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.
6,Audi,008148-5,RS6 5.0 FSI V10 Bi-TB Quattro Tip.
6,Audi,008194-9,RS7 Sportback 4.0 TFSI Quattro Tiptronic
6,Audi,008191-4,S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic
6,Audi,008066-7,S3 1.8 225cv Turbo Quattro
6,Audi,008140-0,S3 Sportback 2.0 TFSI Quattro S Tronic
6,Audi,008069-1,S4 2.7 Avant Turbo Quattro
6,Audi,008063-2,S4 2.7 Turbo Quattro Mec.
6,Audi,008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic
6,Audi,008162-0,S4 3.0 TFSI V6 24V Quattro Stronic
6,Audi,008114-0,S4 4.2 Avant V8 40V 344cv Quattro Tipt.
6,Audi,008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic
6,Audi,008168-0,S5 Cabriolet 3.0 TSFI Quattro Stronic
6,Audi,008167-1,S5 Coupê 3.0 TFSI Quattro Stronic
6,Audi,008166-3,S5 Sportback 3.0 TFSI Quattro Stronic
6,Audi,008038-1,S6 2.2 20V TB
6,Audi,008078-0,S6 2.2 Avant 20V TB
6,Audi,008097-7,S6 4.2 Avant V8 40V Quattro Tiptronic
6,Audi,008099-3,S6 4.2 V8 40V Quattro Mec
6,Audi,008098-5,S6 4.2 V8 40V Quattro Tiptronic
6,Audi,008144-2,S6 5.2 Avant FSI V10 435cv QUATTRO Tiptr
6,Audi,008143-4,S6 5.2 FSI V10 435cv QUATTRO Tiptronic
6,Audi,008016-0,S6 Plus 4.2 Avant V8 32V
6,Audi,008039-0,S6 Plus 4.2 V8 32V
6,Audi,008188-4,S7 4.0 TFSI 420cv Quattro S-tronic
6,Audi,008028-4,S8 4.2 Mec
6,Audi,008064-0,S8 4.2 Quattro Mec.
6,Audi,008065-9,S8 4.2 Quattro Tiptronic
6,Audi,008029-2,S8 4.2 Tiptronic
6,Audi,008034-9,TT 1.8 TB 180cv
6,Audi,008035-7,TT 1.8 TB QUATTRO 225cv
6,Audi,008126-4,TT 2.0 16v TFSI S-Tronic
6,Audi,008075-6,TT Roadster 1.8 TB QUATTRO 225cv (Conv.)
6,Audi,008127-2,TT Roadster 2.0 16v TFSI S-Tronic
6,Audi,008176-0,TTRS 2.5 TB FSI QUATTRO S Tronic
6,Audi,008175-2,TTRS Roadster 2.5 TB FSI QUATTRO STronic
6,Audi,008141-8,TTS 2.0 TFSI QUATTRO S Tronic
6,Audi,008142-6,TTS Roadster 2.0 TB FSI QUATTRO S Tronic
7,BMW,009171-5,116iA 1.6 TB 16V 136cv 5p
7,BMW,009152-9,118iA 2.0 16V 136cv 3p
7,BMW,009136-7,118iA 2.0 16V 136cv 5p
7,BMW,009169-3,118iA Full 1.6 TB 16V 170cv 5p
7,BMW,009159-6,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p
7,BMW,009106-5,120i 2.0 16V 150cv/ 156cv 5p
7,BMW,009105-7,120iA 2.0 16V 150cv/ 156cv 5p
7,BMW,009129-4,120iA 2.0 16V 156cv 3p
7,BMW,009130-8,120iA Cabrio 2.0 16V 156cv 2p
7,BMW,009176-6,125i M Sport 2.0 TB Aut. 5p
7,BMW,009109-0,130i 3.0 24V 265cv 5p
7,BMW,009126-0,130iA 3.0 24V 265cv 3p
7,BMW,009117-0,130iA 3.0 24V 265cv 5p
7,BMW,009135-9,135iA Coupé 3.0 24V 306cv
7,BMW,009059-0,316 (todas)
7,BMW,009189-8,316i 1.6 TB 16V 136cv 4p
7,BMW,009062-0,318i Cabrio 1.8 16V
7,BMW,009001-8,318i/iA 1.8 16V
7,BMW,009061-1,318i/iA Compact 1.8 16V
7,BMW,009155-3,318iA 2.0 16V 136cv 5p
7,BMW,009002-6,318iS/ISA 1.9 16V
7,BMW,009003-4,318Ti Compact Mec
7,BMW,009060-3,318Ti/TiA Compact 1.9 16V
7,BMW,009038-7,320i
7,BMW,009039-5,320iA
7,BMW,009164-2,320iA 2.0 Turbo/ActiveFlex 16V 184cv  4p
7,BMW,009185-5,320iA GT Sport 2.0 Turbo 16V 184cv 5p
7,BMW,009165-0,320iA Modern/Sport TB 2.0/A.Flex 16V 4p
7,BMW,009057-3,323Ci Coupê
7,BMW,009058-1,323CiA Coupê
7,BMW,009063-8,323i 2.5 24V
7,BMW,009040-9,323i Confort
7,BMW,009083-2,323i Sport
7,BMW,009030-1,323i Touring
7,BMW,009042-5,323i/iA Exclusive
7,BMW,009064-6,323iA 2.5 24V
7,BMW,009041-7,323iA Confort
7,BMW,009054-9,323iA Entry Sedan
7,BMW,009043-3,323iA Sport
7,BMW,009056-5,323iA Top Sedan
7,BMW,009044-1,323iA Touring
7,BMW,009031-0,323Ti Compact
7,BMW,009032-8,323Ti Compact Sport
7,BMW,009033-6,323TiA Compact Top
7,BMW,009004-2,325i
7,BMW,009005-0,325i/iA Cabrio
7,BMW,009036-0,325iA
7,BMW,009094-8,325iA 2.5 24V Protection
7,BMW,009091-3,325iA Coupé 2.5 24V 2p
7,BMW,009112-0,325iA Touring
7,BMW,009066-2,328i Exclusive 2.8 24V
7,BMW,009034-4,328i Touring/Sport
7,BMW,009006-9,328i/iA   ( modelo antigo )
7,BMW,009086-7,328i/iA (novo modelo)
7,BMW,009022-0,328i/iA Cabrio
7,BMW,009160-0,328iA 2.0 TB/2.0 TB Flex 16V 4p
7,BMW,009067-0,328iA Exclusive 2.8 24V
7,BMW,009187-1,328iA GT M Sport 2.0 Turbo 16V 245cv 5p
7,BMW,009161-8,328iA Luxury/Modern 2.0 TB 16V 4p
7,BMW,009163-4,328iA Plus 2.0 TB 16V 245cv 4p
7,BMW,009162-6,328iA Sport 2.0 16V/2.0 16V Flex 4p
7,BMW,009065-4,328iA Touring/Sport
7,BMW,009093-0,330Ci Cabriolet
7,BMW,009087-5,330CiA Cabriolet
7,BMW,009092-1,330i MotorSport 3.0 24V 4p
7,BMW,009113-8,330iA Exclusive 3.0 24V 4p
7,BMW,009088-3,330iA MotorSport 4p
7,BMW,009089-1,330iA Top 4p
7,BMW,009182-0,335i 3.0 ActiveHybrid 3
7,BMW,009122-7,335iA 3.0 24V 306cv
7,BMW,009124-3,335iA Cabriolet 3.0 24V 306cv
7,BMW,009184-7,335iA M Sport 3.0 24V 306cv 4p
7,BMW,009170-7,335iA Sport 3.0 24V 306cv 4p
7,BMW,009190-1,435iA Coupe 3.0 24V 306cv 2p
7,BMW,009047-6,520i 2.0 16V
7,BMW,009007-7,525i/iA
7,BMW,009068-9,525i/iA Touring
7,BMW,009008-5,528i/iA
7,BMW,009168-5,528iA 2.0 Turbo 16V 245cv 4p
7,BMW,009023-9,528IA High
7,BMW,009183-9,528iA M Sport 2.0 Turbo 16V 245cv 4p
7,BMW,009024-7,528IA Touring
7,BMW,009009-3,530i/iA
7,BMW,009069-7,530i/iA Touring
7,BMW,009037-9,535i/iA 3.5 24V
7,BMW,009146-4,535iA 3.0 24cv 306cv Bi-Turbo
7,BMW,009148-0,535iA GT 3.0 306cv Bi-Turbo
7,BMW,009179-0,535iA M Sport 3.0 24V 306cv Bi-Turbo
7,BMW,009010-7,540i
7,BMW,009017-4,540i/iA Touring
7,BMW,009025-5,540iA
7,BMW,009084-0,540iA MotorSport
7,BMW,009026-3,540iA Protection
7,BMW,009052-2,540iTA
7,BMW,009102-2,545iA 4.4 32V V8 333cv
7,BMW,009147-2,550iA 4.4 32V 407cv Bi-Turbo
7,BMW,009110-3,550iA 4.8 32V
7,BMW,009137-5,550iA Limited Sport Edition 4.8 32V
7,BMW,009125-1,550iA Security 4.8 32V
7,BMW,009177-4,640i Gran Coupe 3.0 320cv 4p
7,BMW,009111-1,645Ci Cabriolet 4.4 V8 32V 333cv
7,BMW,009103-0,645iA 4.4 V8 32V 333cv
7,BMW,009158-8,650Ci Cabriolet 4.4 407cv Bi-Turbo
7,BMW,009115-4,650Ci Cabriolet 4.8 V8 32V 360cv
7,BMW,009188-0,650i Gran Coupe 4.4 V8 450cv 4p
7,BMW,009166-9,650iA 4.4 407cv Bi-Turbo
7,BMW,009114-6,650iA 4.8 V8 32V 360cv
7,BMW,009141-3,650iA Limited Sport  Edition 4.8 32V
7,BMW,009048-4,730i 3.0 32V
7,BMW,009049-2,730iA 3.0 32V
7,BMW,009070-0,735i/iA 3.5 32V
7,BMW,009011-5,740i
7,BMW,009027-1,740iA
7,BMW,009072-7,740iL/iLA Highline 4.4 32V
7,BMW,009053-0,740iLA Protection
7,BMW,009096-4,745iA 4.4 V8 32V 333cv
7,BMW,009012-3,750i
7,BMW,009028-0,750iA
7,BMW,009071-9,750iL Highline 5.4 24V
7,BMW,009154-5,750iLA 4.4 ActiveHybrid 7
7,BMW,009099-9,760iL 6.0 V12 445cv/544cv
7,BMW,009050-6,840Ci
7,BMW,009051-4,840CiA
7,BMW,009077-8,850Ci/CiA 5.0 24V
7,BMW,009078-6,850Ci/CiA 5.4 24V
7,BMW,009076-0,850CSi 5.6 24V
7,BMW,009013-1,850i 5.0 24V
7,BMW,009178-2,M 135i 3.0 24V 320cv
7,BMW,009079-4,M Roadster
7,BMW,009157-0,M1 Coupê 3.0 24V 340cv
7,BMW,009073-5,M3 3.2 24V
7,BMW,009074-3,M3 Cabrio 3.0 24V
7,BMW,009134-0,M3 Cabrio 4.0 32V
7,BMW,009014-0,M3 Coupê 3.0 24V 255cv
7,BMW,009029-8,M3 Coupê 3.0 V6 24V 282cv
7,BMW,009127-8,M3 Coupê 4.0 32V
7,BMW,009133-2,M3 Sedan 4.0 32V
7,BMW,009015-8,M5 3.8/Touring 3.8 24V
7,BMW,009173-1,M5 4.4 560cv Bi-Turbo Aut.
7,BMW,009075-1,M5 5.0 32V/ 40V
7,BMW,009108-1,M6 5.0 V10 40V 507cv
7,BMW,009181-2,M6 Coupe 4.4 Bi-Turbo V8 32V
7,BMW,009186-3,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv
7,BMW,009145-6,X1 SDRIVE 18i 2.0 16V 4x2 Aut.
7,BMW,009172-3,X1 SDRIVE 20i 2.0 Turbo 16V 184cv Aut.
7,BMW,009167-7,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.
7,BMW,009142-1,X1 XDRIVE 28i 3.0 24V 4x4 Aut.
7,BMW,009104-9,X3 Family 2.5 24V 192cv/ 218cv
7,BMW,009101-4,X3 Family 3.0 24V 231cv
7,BMW,009118-9,X3 Sport 2.5 24V 192cv/ 218cv
7,BMW,009100-6,X3 Sport 3.0 24V 231cv
7,BMW,009180-4,X3 XDRIVE 20i 2.0 Bi-Turbo 184cv Aut.
7,BMW,009175-8,X3 XDRIVE 28i 2.0 Turbo 245cv Aut.
7,BMW,009156-1,X3 XDRIVE 28i 3.0 258cv
7,BMW,009151-0,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo
7,BMW,009081-6,X5 3.0 4x4
7,BMW,009082-4,X5 4.4 4x4
7,BMW,009107-3,X5 4.8 4x4 V8 32V 360cv
7,BMW,009128-6,X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.
7,BMW,009143-0,X5 M 4.4 4x4 V8 32V 555cv Bi-Turbo Aut.
7,BMW,009119-7,X5 Security 4.4 4x4 V8 32V
7,BMW,009140-5,X5 Security 4.8is 4x4 V8 32V 355cv Aut.
7,BMW,009095-6,X5 Sport 4.4 4x4 V8 32V
7,BMW,009123-5,X5 Sport 4.8 4x4 V8 32V 355cv
7,BMW,009149-9,X5 XDRIVE 35i 3.0 306cv Bi-Turbo
7,BMW,009150-2,X5 XDRIVE 50i 4.4  Bi-Turbo
7,BMW,009191-0,X5 XDRIVE 50i M Sport 4.4 Bi-Turbo
7,BMW,009153-7,X5 XDRIVE 50i Security 4.4 Bi-Turbo
7,BMW,009144-8,X6 M 4.4 4x4 V8 32V 555cv Bi-Turbo Aut.
7,BMW,009131-6,X6 XDRIVE 35i 3.0 306cv Bi-Turbo
7,BMW,009132-4,X6 XDRIVE 50i 4.4 407cv Bi-Turbo
7,BMW,009020-4,Z3 2.8 Aut
7,BMW,009019-0,Z3 2.8 Mec
7,BMW,009085-9,Z3 3.0 24V Roadster 2p
7,BMW,009016-6,Z3 Roadster 1.9 Mec
7,BMW,009021-2,Z3 Roadster 2.8
7,BMW,009018-2,Z3 Roadster M 3.2
7,BMW,009121-9,Z4 Coupé M 3.2 V6 24V 343cv
7,BMW,009116-2,Z4 Roadster 2.0 150cv 2p
7,BMW,009097-2,Z4 Roadster 3.0 V6 24V Aut.
7,BMW,009120-0,Z4 Roadster M 3.2 V6 24V 343cv
7,BMW,009174-0,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut
7,BMW,009138-3,Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p
7,BMW,009139-1,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p
7,BMW,009098-0,Z4 Roadster Sport 3.0 24V 231cv Aut.
7,BMW,009090-5,Z8 5.0 V8
8,BRM,039001-1,Buggy 1.6
8,BRM,039002-0,Buggy WAY Turing/ Luxo 1.6 8V 69cv
9,Buggy,040001-7,Buggy 1.6 2-Lug.
9,Buggy,040002-5,Buggy 1.6/ TST/ RS 1.6 4-Lug.
123,Bugre,062001-7,Buggy IV e V
123,Bugre,062002-5,Buggy VII
10,Cadillac,041001-2,Deville/Eldorado 4.9
10,Cadillac,041002-0,Seville 4.6
11,CBT Jipe,042001-8,Javali 3.0 4x4 Diesel
136,CHANA,064002-6,Cargo 1.0 8V 53cv (Pick-Up)
136,CHANA,064004-2,Cargo CD 1.0 8V 53cv (Pick-Up)
136,CHANA,064003-4,Cargo CE 1.0 8V 53cv (Pick-Up)
136,CHANA,064001-8,Family 1.0 8V 53cv (Perua)
136,CHANA,064005-0,Utility 1.0 8V 53cv  (Furgão)
182,CHANGAN,081004-5,MINI STAR CD 1.0 8V 53cv (Pick-Up)
182,CHANGAN,081003-7,MINI STAR CE 1.0 8V 53cv (Pick-Up)
182,CHANGAN,081001-0,MINI STAR CS 1.0 8V 53cv (Pick-Up)
182,CHANGAN,081002-9,MINI STAR CSB 1.0 8V 53cv (Pick-Up Báu)
182,CHANGAN,081006-1,MINI STAR Family 1.0 8V 53cv (MiniVan)
182,CHANGAN,081005-3,MINI STAR Utility 1.0 8V 53cv (Furgão)
